Province,Date,Cumulative confirmed cases,Confirmed cases per day,Cumulative death cases,Deaths per day,Cumulative hospitalizations cases,Hospitalizations per day,Mortality rate,Daily mortality rate,Cumulative Active Cases,Active Cases per day
Newfoundland and Labrador,2021-07-29,1437,0,7,0,2,0,0.487,0.0,1428,0
Alberta,2021-07-29,234309,196,2328,3,89,5,0.994,1.531,231892,188
Yukon,2021-07-30,651,5,7,1,0,0,1.075,20.0,644,4
Nova Scotia,2021-07-30,5904,1,93,0,0,0,1.575,0.0,5811,1
Nunavut,2021-07-30,657,0,4,0,0,0,0.609,0.0,653,0
Northwest Territories,2021-07-30,128,0,0,0,0,0,0.0,0.0,128,0
Newfoundland and Labrador,2021-07-30,1437,0,7,0,2,0,0.487,0.0,1428,0
Prince Edward Island,2021-07-30,208,0,0,0,0,0,0.0,0.0,208,0
Alberta,2021-07-30,234540,231,2328,0,90,1,0.993,0.0,232122,230
Saskatchewan,2021-07-30,49940,58,578,0,46,3,1.157,0.0,49316,55
New Brunswick,2021-07-30,2365,7,46,0,0,0,1.945,0.0,2319,7
Prince Edward Island,2021-07-31,208,0,0,0,0,0,0.0,0.0,208,0
Quebec,2021-07-31,371983,169,10561,0,63,3,2.839,0.0,361359,166
Northwest Territories,2021-07-31,128,0,0,0,0,0,0.0,0.0,128,0
Saskatchewan,2021-07-31,50024,84,578,0,46,0,1.155,0.0,49400,84
Newfoundland and Labrador,2021-07-31,1437,0,7,0,2,0,0.487,0.0,1428,0
Ontario,2021-07-31,550866,197,9277,0,106,0,1.684,0.0,541483,197
British Columbia,2021-07-31,150094,206,1771,0,47,0,1.18,0.0,148276,206
Nunavut,2021-07-31,657,0,4,0,0,0,0.609,0.0,653,0
Yukon,2021-07-31,659,8,7,0,0,0,1.062,0.0,652,8
New Brunswick,2021-07-31,2365,0,46,0,0,0,1.945,0.0,2319,0
Alberta,2021-07-31,234763,223,2328,0,90,0,0.992,0.0,232345,223
Manitoba,2021-07-31,57615,20,1183,3,34,0,2.053,15.0,56398,17
Yukon,2021-08-01,662,3,7,0,0,0,1.057,0.0,655,3
Manitoba,2021-08-01,57648,33,1183,0,34,0,2.052,0.0,56431,33
British Columbia,2021-08-01,150289,195,1771,0,47,0,1.178,0.0,148471,195
New Brunswick,2021-08-01,2383,18,46,0,0,0,1.93,0.0,2337,18
Newfoundland and Labrador,2021-08-01,1437,0,7,0,2,0,0.487,0.0,1428,0
Northwest Territories,2021-08-01,128,0,0,0,0,0,0.0,0.0,128,0
Prince Edward Island,2021-08-01,208,0,0,0,0,0,0.0,0.0,208,0
Saskatchewan,2021-08-01,50067,43,578,0,48,2,1.154,0.0,49441,41
Ontario,2021-08-01,551017,151,9281,4,109,3,1.684,2.649,541627,144
Nunavut,2021-08-01,657,0,4,0,0,0,0.609,0.0,653,0
Alberta,2021-08-01,234906,143,2328,0,90,0,0.991,0.0,232488,143
Yukon,2021-08-02,665,3,7,0,0,0,1.053,0.0,658,3
Northwest Territories,2021-08-02,128,0,0,0,0,0,0.0,0.0,128,0
Nunavut,2021-08-02,657,0,4,0,0,0,0.609,0.0,653,0
Ontario,2021-08-02,551154,137,9281,0,114,5,1.684,0.0,541759,132
Newfoundland and Labrador,2021-08-02,1440,3,7,0,2,0,0.486,0.0,1431,3
Saskatchewan,2021-08-02,50096,29,578,0,58,10,1.154,0.0,49460,19
British Columbia,2021-08-02,150502,213,1771,0,47,0,1.177,0.0,148684,213
Alberta,2021-08-02,235029,123,2328,0,90,0,0.991,0.0,232611,123
Manitoba,2021-08-02,57668,20,1183,0,34,0,2.051,0.0,56451,20
New Brunswick,2021-08-02,2383,0,46,0,0,0,1.93,0.0,2337,0
Prince Edward Island,2021-08-02,208,0,0,0,0,0,0.0,0.0,208,0
Quebec,2021-08-02,372273,133,10562,0,61,1,2.837,0.0,361650,132
Yukon,2021-08-03,668,3,8,1,0,0,1.198,33.333,660,2
Alberta,2021-08-03,235231,202,2328,0,90,0,0.99,0.0,232813,202
Ontario,2021-08-03,551362,208,9283,2,115,1,1.684,0.962,541964,205
Prince Edward Island,2021-08-03,208,0,0,0,0,0,0.0,0.0,208,0
Saskatchewan,2021-08-03,50120,24,578,0,58,0,1.153,0.0,49484,24
Newfoundland and Labrador,2021-08-03,1440,0,7,0,2,0,0.486,0.0,1431,0
New Brunswick,2021-08-03,2394,11,46,0,0,0,1.921,0.0,2348,11
Manitoba,2021-08-03,57689,21,1183,0,35,1,2.051,0.0,56471,20
Nova Scotia,2021-08-03,5898,6,93,0,0,0,1.577,0.0,5805,6
Northwest Territories,2021-08-03,129,1,0,0,0,0,0.0,0.0,129,1
Nunavut,2021-08-03,657,0,4,0,0,0,0.609,0.0,653,0
British Columbia,2021-08-03,150792,290,1772,1,53,6,1.175,0.345,148967,283
Ontario,2021-08-04,551636,274,9285,2,116,1,1.683,0.73,542235,271
Nunavut,2021-08-04,657,0,4,0,0,0,0.609,0.0,653,0
New Brunswick,2021-08-04,2396,2,46,0,0,0,1.92,0.0,2350,2
Quebec,2021-08-04,372645,200,10563,1,58,0,2.835,0.5,362024,199
Northwest Territories,2021-08-04,129,0,0,0,0,0,0.0,0.0,129,0
British Columbia,2021-08-04,151160,368,1772,0,55,2,1.172,0.0,149333,366
Alberta,2021-08-04,235625,394,2329,1,97,7,0.988,0.254,233199,386
Yukon,2021-08-04,670,2,8,0,0,0,1.194,0.0,662,2
Newfoundland and Labrador,2021-08-04,1441,1,7,0,2,0,0.486,0.0,1432,1
Prince Edward Island,2021-08-04,211,3,0,0,0,0,0.0,0.0,211,3
Nova Scotia,2021-08-04,5900,2,93,0,0,0,1.576,0.0,5807,2
Ontario,2021-08-05,551981,345,9287,2,143,27,1.682,0.58,542551,316
Nunavut,2021-08-05,657,0,4,0,0,0,0.609,0.0,653,0
Quebec,2021-08-05,372916,271,10563,0,60,2,2.833,0.0,362293,269
New Brunswick,2021-08-05,2409,13,46,0,0,0,1.91,0.0,2363,13
Prince Edward Island,2021-08-05,212,1,0,0,0,0,0.0,0.0,212,1
Northwest Territories,2021-08-05,129,0,0,0,0,0,0.0,0.0,129,0
British Columbia,2021-08-05,151639,479,1772,0,58,3,1.169,0.0,149809,476
Yukon,2021-08-05,671,1,8,0,0,0,1.192,0.0,663,1
Newfoundland and Labrador,2021-08-05,1441,0,7,0,2,0,0.486,0.0,1432,0
Nova Scotia,2021-08-05,5904,4,93,0,0,0,1.575,0.0,5811,4
Northwest Territories,2021-08-06,130,1,0,0,0,0,0.0,0.0,130,1
Prince Edward Island,2021-08-06,212,0,0,0,0,0,0.0,0.0,212,0
Newfoundland and Labrador,2021-08-06,1443,2,7,0,2,0,0.485,0.0,1434,2
Saskatchewan,2021-08-06,50338,87,582,1,57,4,1.156,1.149,49699,82
Nunavut,2021-08-06,657,0,4,0,0,0,0.609,0.0,653,0
Alberta,2021-08-06,236381,391,2325,0,113,11,0.984,0.0,233943,380
Yukon,2021-08-06,677,6,8,0,0,0,1.182,0.0,669,6
Manitoba,2021-08-06,57761,25,1183,0,33,4,2.048,0.0,56545,21
Nova Scotia,2021-08-06,5905,1,93,0,0,0,1.575,0.0,5812,1
New Brunswick,2021-08-06,2414,5,46,0,0,0,1.906,0.0,2368,5
Manitoba,2021-08-07,57790,29,1183,0,33,0,2.047,0.0,56574,29
Prince Edward Island,2021-08-07,212,0,0,0,0,0,0.0,0.0,212,0
New Brunswick,2021-08-07,2414,0,46,0,0,0,1.906,0.0,2368,0
British Columbia,2021-08-07,152464,393,1772,0,52,0,1.162,0.0,150640,393
Newfoundland and Labrador,2021-08-07,1443,0,7,0,2,0,0.485,0.0,1434,0
Saskatchewan,2021-08-07,50477,139,582,0,60,3,1.153,0.0,49835,136
Northwest Territories,2021-08-07,130,0,0,0,0,0,0.0,0.0,130,0
Alberta,2021-08-07,236758,377,2325,0,113,0,0.982,0.0,234320,377
Ontario,2021-08-07,552768,342,9290,1,129,19,1.681,0.292,543349,322
Yukon,2021-08-07,679,2,8,0,0,0,1.178,0.0,671,2
Nunavut,2021-08-07,657,0,4,0,0,0,0.609,0.0,653,0
Manitoba,2021-08-08,57836,46,1183,0,33,0,2.045,0.0,56620,46
Alberta,2021-08-08,236998,240,2328,3,113,0,0.982,1.25,234557,237
New Brunswick,2021-08-08,2434,20,46,0,0,0,1.89,0.0,2388,20
British Columbia,2021-08-08,152768,304,1772,0,52,0,1.16,0.0,150944,304
Yukon,2021-08-08,685,6,8,0,0,0,1.168,0.0,677,6
Nunavut,2021-08-08,657,0,4,0,0,0,0.609,0.0,653,0
Newfoundland and Labrador,2021-08-08,1443,0,7,0,2,0,0.485,0.0,1434,0
Quebec,2021-08-08,373708,255,10564,1,55,1,2.827,0.392,363089,253
Prince Edward Island,2021-08-08,212,0,0,0,0,0,0.0,0.0,212,0
Northwest Territories,2021-08-08,130,0,0,0,0,0,0.0,0.0,130,0
Quebec,2021-08-09,373923,215,10565,1,55,0,2.825,0.465,363303,214
Yukon,2021-08-09,689,4,8,0,0,0,1.161,0.0,681,4
Nova Scotia,2021-08-09,5904,7,93,0,0,0,1.575,0.0,5811,7
Prince Edward Island,2021-08-09,212,0,0,0,0,0,0.0,0.0,212,0
New Brunswick,2021-08-09,2439,5,46,0,0,0,1.886,0.0,2393,5
Northwest Territories,2021-08-09,130,0,0,0,0,0,0.0,0.0,130,0
British Columbia,2021-08-09,153132,364,1777,5,68,16,1.16,1.374,151287,343
Nunavut,2021-08-09,657,0,4,0,0,0,0.609,0.0,653,0
Newfoundland and Labrador,2021-08-09,1443,0,7,0,2,0,0.485,0.0,1434,0
Alberta,2021-08-09,237282,284,2330,2,129,16,0.982,0.704,234823,266
Yukon,2021-08-10,693,4,8,0,0,0,1.154,0.0,685,4
New Brunswick,2021-08-10,2447,8,46,0,0,0,1.88,0.0,2401,8
Ontario,2021-08-10,553825,385,9296,3,118,9,1.679,0.779,544411,373
Alberta,2021-08-10,237786,504,2331,1,133,4,0.98,0.198,235322,499
Saskatchewan,2021-08-10,50679,65,584,2,62,7,1.152,3.077,50033,56
Nunavut,2021-08-10,657,0,4,0,0,0,0.609,0.0,653,0
Northwest Territories,2021-08-10,131,1,0,0,0,0,0.0,0.0,131,1
British Columbia,2021-08-10,153670,538,1777,0,71,3,1.156,0.0,151822,535
Nova Scotia,2021-08-10,5905,1,93,0,0,0,1.575,0.0,5812,1
Prince Edward Island,2021-08-10,214,2,0,0,0,0,0.0,0.0,214,2
Newfoundland and Labrador,2021-08-10,1443,0,7,0,2,0,0.485,0.0,1434,0
Quebec,2021-08-10,374202,279,10566,1,62,7,2.824,0.358,363574,271
Yukon,2021-08-11,696,3,8,0,0,0,1.149,0.0,688,3
Newfoundland and Labrador,2021-08-11,1443,0,7,0,2,0,0.485,0.0,1434,0
Saskatchewan,2021-08-11,50771,92,584,0,65,3,1.15,0.0,50122,89
Nova Scotia,2021-08-11,5908,3,93,0,0,0,1.574,0.0,5815,3
Prince Edward Island,2021-08-11,216,2,0,0,0,0,0.0,0.0,216,2
British Columbia,2021-08-11,154208,538,1778,1,72,1,1.153,0.186,152358,536
Northwest Territories,2021-08-11,131,0,0,0,0,0,0.0,0.0,131,0
Alberta,2021-08-11,238333,547,2331,0,138,5,0.978,0.0,235864,542
Ontario,2021-08-11,554359,534,9297,1,125,7,1.677,0.187,544937,526
New Brunswick,2021-08-11,2460,13,46,0,0,0,1.87,0.0,2414,13
Quebec,2021-08-11,374579,377,10566,0,67,5,2.821,0.0,363946,372
Nunavut,2021-08-11,657,0,4,0,0,0,0.609,0.0,653,0
Yukon,2021-08-12,697,1,8,0,0,0,1.148,0.0,689,1
Nova Scotia,2021-08-12,5915,7,93,0,0,0,1.572,0.0,5822,7
Newfoundland and Labrador,2021-08-12,1443,0,7,0,2,0,0.485,0.0,1434,0
Northwest Territories,2021-08-12,131,0,0,0,0,0,0.0,0.0,131,0
Alberta,2021-08-12,238914,581,2332,1,146,8,0.976,0.172,236436,572
Prince Edward Island,2021-08-12,216,0,0,0,0,0,0.0,0.0,216,0
Nunavut,2021-08-12,657,0,4,0,0,0,0.609,0.0,653,0
Ontario,2021-08-12,554888,529,9298,1,138,13,1.676,0.189,545452,515
Saskatchewan,2021-08-12,50912,141,586,2,69,4,1.151,1.418,50257,135
New Brunswick,2021-08-12,2471,11,46,0,0,0,1.862,0.0,2425,11
Quebec,2021-08-12,374963,384,10566,0,81,14,2.818,0.0,364316,370
British Columbia,2021-08-12,154916,708,1779,1,81,9,1.148,0.141,153056,698
Prince Edward Island,2021-08-13,218,2,0,0,0,0,0.0,0.0,218,2
New Brunswick,2021-08-13,2490,19,46,0,0,0,1.847,0.0,2444,19
Saskatchewan,2021-08-13,51034,122,586,0,73,4,1.148,0.0,50375,118
Nova Scotia,2021-08-13,5917,2,93,0,0,0,1.572,0.0,5824,2
Yukon,2021-08-13,703,6,8,0,0,0,1.138,0.0,695,6
Alberta,2021-08-13,239481,567,2332,0,152,6,0.974,0.0,236997,561
Nunavut,2021-08-13,657,0,4,0,0,0,0.609,0.0,653,0
Northwest Territories,2021-08-13,131,0,0,0,0,0,0.0,0.0,131,0
British Columbia,2021-08-13,155466,550,1779,0,82,1,1.144,0.0,153605,549
Ontario,2021-08-13,555431,543,9299,1,151,13,1.674,0.184,545981,529
Yukon,2021-08-14,704,1,8,0,0,0,1.136,0.0,696,1
Nunavut,2021-08-14,657,0,4,0,0,0,0.609,0.0,653,0
Prince Edward Island,2021-08-14,218,0,0,0,0,0,0.0,0.0,218,0
Quebec,2021-08-14,375746,389,10567,1,85,5,2.812,0.257,365094,383
New Brunswick,2021-08-14,2490,0,46,0,0,0,1.847,0.0,2444,0
Manitoba,2021-08-14,57994,23,1188,0,14,0,2.048,0.0,56792,23
British Columbia,2021-08-14,155893,427,1779,0,82,0,1.141,0.0,154032,427
Newfoundland and Labrador,2021-08-14,1447,0,7,0,1,0,0.484,0.0,1439,0
Ontario,2021-08-14,555938,507,9301,2,160,9,1.673,0.394,546477,496
Alberta,2021-08-14,239930,449,2332,0,152,0,0.972,0.0,237446,449
Saskatchewan,2021-08-14,51162,128,586,0,77,4,1.145,0.0,50499,124
Northwest Territories,2021-08-14,131,0,0,0,0,0,0.0,0.0,131,0
British Columbia,2021-08-15,156340,447,1779,0,82,0,1.138,0.0,154479,447
New Brunswick,2021-08-15,2490,0,46,0,0,0,1.847,0.0,2444,0
Prince Edward Island,2021-08-15,218,0,0,0,0,0,0.0,0.0,218,0
Ontario,2021-08-15,556390,452,9302,1,167,7,1.672,0.221,546921,444
Manitoba,2021-08-15,58023,29,1188,0,14,0,2.047,0.0,56821,29
Nunavut,2021-08-15,657,0,4,0,0,0,0.609,0.0,653,0
Yukon,2021-08-15,714,10,8,0,0,0,1.12,0.0,706,10
Alberta,2021-08-15,240319,389,2333,1,152,0,0.971,0.257,237834,388
Newfoundland and Labrador,2021-08-15,1447,0,7,0,1,0,0.484,0.0,1439,0
Northwest Territories,2021-08-15,133,2,0,0,0,0,0.0,0.0,133,2
Manitoba,2021-08-16,58053,30,1188,0,15,1,2.046,0.0,56850,29
Nunavut,2021-08-16,657,0,4,0,0,0,0.609,0.0,653,0
Alberta,2021-08-16,240728,409,2336,3,161,9,0.97,0.733,238231,397
Ontario,2021-08-16,556823,433,9304,2,178,11,1.671,0.462,547341,420
Prince Edward Island,2021-08-16,220,2,0,0,0,0,0.0,0.0,220,2
Yukon,2021-08-16,714,0,8,0,0,0,1.12,0.0,706,0
Newfoundland and Labrador,2021-08-16,1450,3,7,0,1,0,0.483,0.0,1442,3
Northwest Territories,2021-08-16,146,13,0,0,0,0,0.0,0.0,146,13
Nova Scotia,2021-08-16,5918,9,93,0,0,0,1.571,0.0,5825,9
Quebec,2021-08-16,376484,328,10569,2,82,3,2.807,0.61,365833,323
British Columbia,2021-08-16,156734,394,1780,1,104,22,1.136,0.254,154850,371
New Brunswick,2021-08-16,2530,40,46,0,0,0,1.818,0.0,2484,40
British Columbia,2021-08-17,157352,618,1781,1,111,7,1.132,0.162,155460,610
Nunavut,2021-08-17,657,0,4,0,0,0,0.609,0.0,653,0
Alberta,2021-08-17,241418,690,2338,2,176,15,0.968,0.29,238904,673
Prince Edward Island,2021-08-17,221,1,0,0,0,0,0.0,0.0,221,1
Saskatchewan,2021-08-17,51499,109,586,0,79,8,1.138,0.0,50834,101
New Brunswick,2021-08-17,2543,13,46,0,1,1,1.809,0.0,2496,12
Nova Scotia,2021-08-17,5919,1,93,0,0,0,1.571,0.0,5826,1
Ontario,2021-08-17,557334,511,9307,3,181,3,1.67,0.587,547846,505
Northwest Territories,2021-08-17,202,56,0,0,0,0,0.0,0.0,202,56
Yukon,2021-08-17,715,1,8,0,0,0,1.119,0.0,707,1
Newfoundland and Labrador,2021-08-17,1450,0,7,0,1,0,0.483,0.0,1442,0
Quebec,2021-08-17,376885,401,10570,1,88,6,2.805,0.249,366227,394
Prince Edward Island,2021-08-18,221,0,0,0,0,0,0.0,0.0,221,0
Manitoba,2021-08-18,58106,37,1188,0,15,1,2.045,0.0,56903,36
Quebec,2021-08-18,377303,418,10570,0,88,0,2.801,0.0,366645,418
Ontario,2021-08-18,557984,650,9308,1,199,18,1.668,0.154,548477,631
New Brunswick,2021-08-18,2559,16,46,0,1,0,1.798,0.0,2512,16
Northwest Territories,2021-08-18,259,57,0,0,0,0,0.0,0.0,259,57
Yukon,2021-08-18,724,9,8,0,0,0,1.105,0.0,716,9
Alberta,2021-08-18,242227,809,2342,4,184,8,0.967,0.494,239701,797
Nova Scotia,2021-08-18,5928,9,93,0,0,0,1.569,0.0,5835,9
Nunavut,2021-08-18,657,0,4,0,0,0,0.609,0.0,653,0
Saskatchewan,2021-08-18,51630,131,586,0,82,3,1.135,0.0,50962,128
British Columbia,2021-08-19,158788,665,1784,2,121,14,1.124,0.301,156883,649
Ontario,2021-08-19,558687,703,9310,2,213,14,1.666,0.284,549164,687
New Brunswick,2021-08-19,2582,23,46,0,1,0,1.782,0.0,2535,23
Prince Edward Island,2021-08-19,221,0,0,0,0,0,0.0,0.0,221,0
Newfoundland and Labrador,2021-08-19,1456,0,7,0,0,0,0.481,0.0,1449,0
Northwest Territories,2021-08-19,259,0,0,0,0,0,0.0,0.0,259,0
Alberta,2021-08-19,242967,740,2343,1,198,14,0.964,0.135,240426,725
Quebec,2021-08-19,377786,483,10571,1,91,3,2.798,0.207,367124,479
Manitoba,2021-08-19,58133,27,1188,0,16,1,2.044,0.0,56929,26
Yukon,2021-08-19,729,5,8,0,0,0,1.097,0.0,721,5
Saskatchewan,2021-08-19,51821,191,586,0,86,4,1.131,0.0,51149,187
Nunavut,2021-08-19,657,0,4,0,0,0,0.609,0.0,653,0
Nova Scotia,2021-08-19,5936,8,93,0,0,0,1.567,0.0,5843,8
New Brunswick,2021-08-20,2614,32,46,0,1,0,1.76,0.0,2567,32
British Columbia,2021-08-20,159484,696,1785,1,129,8,1.119,0.144,157570,687
Northwest Territories,2021-08-20,300,41,0,0,0,0,0.0,0.0,300,41
Prince Edward Island,2021-08-20,221,0,0,0,0,0,0.0,0.0,221,0
Newfoundland and Labrador,2021-08-20,1458,2,7,0,0,0,0.48,0.0,1451,2
Nunavut,2021-08-20,657,0,4,0,0,0,0.609,0.0,653,0
Alberta,2021-08-20,243778,811,2343,0,221,23,0.961,0.0,241214,788
Yukon,2021-08-20,733,4,8,0,0,0,1.091,0.0,725,4
Nova Scotia,2021-08-20,5946,10,93,0,0,0,1.564,0.0,5853,10
Ontario,2021-08-20,559397,710,9311,1,234,21,1.664,0.141,549852,688
Alberta,2021-08-21,244457,679,2343,0,221,0,0.958,0.0,241893,679
British Columbia,2021-08-21,160054,570,1785,0,129,0,1.115,0.0,158140,570
Nunavut,2021-08-21,657,0,4,0,0,0,0.609,0.0,653,0
Northwest Territories,2021-08-21,329,29,0,0,0,0,0.0,0.0,329,29
Yukon,2021-08-21,733,0,8,0,0,0,1.091,0.0,725,0
Manitoba,2021-08-21,58217,40,1188,0,13,0,2.041,0.0,57016,40
Quebec,2021-08-21,378906,523,10571,0,90,3,2.79,0.0,368245,520
Saskatchewan,2021-08-21,52252,187,586,0,89,5,1.121,0.0,51577,182
Prince Edward Island,2021-08-21,224,3,0,0,0,0,0.0,0.0,224,3
New Brunswick,2021-08-21,2614,0,46,0,1,0,1.76,0.0,2567,0
Newfoundland and Labrador,2021-08-21,1458,0,7,0,0,0,0.48,0.0,1451,0
Ontario,2021-08-21,560079,682,9312,1,263,29,1.663,0.147,550504,652
Prince Edward Island,2021-08-22,224,0,0,0,0,0,0.0,0.0,224,0
Ontario,2021-08-22,560572,493,9314,2,298,35,1.662,0.406,550960,456
British Columbia,2021-08-22,160523,469,1785,0,129,0,1.112,0.0,158609,469
Saskatchewan,2021-08-22,52472,220,586,0,94,5,1.117,0.0,51792,215
New Brunswick,2021-08-22,2614,0,46,0,1,0,1.76,0.0,2567,0
Northwest Territories,2021-08-22,329,0,0,0,0,0,0.0,0.0,329,0
Alberta,2021-08-22,244926,469,2348,5,221,0,0.959,1.066,242357,464
Yukon,2021-08-22,734,1,8,0,0,0,1.09,0.0,726,1
Manitoba,2021-08-22,58255,38,1189,1,13,0,2.041,2.632,57053,37
Nunavut,2021-08-22,657,0,4,0,0,0,0.609,0.0,653,0
Quebec,2021-08-22,379283,377,10574,3,98,8,2.788,0.796,368611,366
Newfoundland and Labrador,2021-08-22,1458,0,7,0,0,0,0.48,0.0,1451,0
Newfoundland and Labrador,2021-08-23,1460,2,8,1,0,0,0.548,50.0,1452,1
Nunavut,2021-08-23,657,0,4,0,0,0,0.609,0.0,653,0
British Columbia,2021-08-23,161086,563,1801,16,133,4,1.118,2.842,159152,543
Yukon,2021-08-23,734,0,8,0,0,0,1.09,0.0,726,0
Quebec,2021-08-23,379611,328,10574,0,99,1,2.785,0.0,368938,327
New Brunswick,2021-08-23,2672,58,46,0,3,2,1.722,0.0,2623,56
Northwest Territories,2021-08-23,329,0,0,0,0,0,0.0,0.0,329,0
Saskatchewan,2021-08-23,52660,188,588,2,98,4,1.117,1.064,51974,182
Manitoba,2021-08-23,58288,33,1189,0,18,5,2.04,0.0,57081,28
Alberta,2021-08-23,245566,640,2355,7,244,23,0.959,1.094,242967,610
Prince Edward Island,2021-08-23,224,0,0,0,0,0,0.0,0.0,224,0
Nova Scotia,2021-08-23,5955,17,93,0,0,0,1.562,0.0,5862,17
Quebec,2021-08-24,380021,410,10574,0,102,3,2.782,0.0,369345,407
Alberta,2021-08-24,246643,1077,2356,1,258,14,0.955,0.093,244029,1062
Northwest Territories,2021-08-24,351,22,1,1,0,0,0.285,4.545,350,21
Newfoundland and Labrador,2021-08-24,1460,0,8,0,0,0,0.548,0.0,1452,0
Yukon,2021-08-24,735,1,8,0,0,0,1.088,0.0,727,1
Nova Scotia,2021-08-24,5966,11,93,0,0,0,1.559,0.0,5873,11
New Brunswick,2021-08-24,2687,15,46,0,3,0,1.712,0.0,2638,15
Saskatchewan,2021-08-24,52800,140,592,4,100,2,1.121,2.857,52108,134
Prince Edward Island,2021-08-24,225,1,0,0,0,0,0.0,0.0,225,1
Nunavut,2021-08-24,657,0,4,0,0,0,0.609,0.0,653,0
Ontario,2021-08-24,561707,631,9316,2,305,16,1.659,0.317,552086,613
British Columbia,2021-08-24,161796,710,1801,0,138,5,1.113,0.0,159857,705
Manitoba,2021-08-24,58324,36,1189,0,20,2,2.039,0.0,57115,34
Prince Edward Island,2021-08-25,225,0,0,0,0,0,0.0,0.0,225,0
Nova Scotia,2021-08-25,5973,7,94,1,0,0,1.574,14.286,5879,6
Northwest Territories,2021-08-25,358,7,1,0,0,0,0.279,0.0,357,7
Yukon,2021-08-25,736,1,8,0,0,0,1.087,0.0,728,1
Quebec,2021-08-25,380548,527,10575,1,110,8,2.779,0.19,369863,518
New Brunswick,2021-08-25,2697,10,46,0,3,0,1.706,0.0,2648,10
Ontario,2021-08-25,562511,804,9321,5,310,5,1.657,0.622,552880,794
British Columbia,2021-08-25,162516,720,1802,1,139,1,1.109,0.139,160575,718
Nunavut,2021-08-25,657,0,4,0,0,0,0.609,0.0,653,0
Alberta,2021-08-25,247745,1102,2360,4,284,26,0.953,0.363,245101,1072
Saskatchewan,2021-08-25,52845,45,592,0,108,8,1.12,0.0,52145,37
British Columbia,2021-08-26,163403,887,1804,2,149,10,1.104,0.225,161450,875
Newfoundland and Labrador,2021-08-26,1462,0,7,0,0,0,0.479,0.0,1455,0
Manitoba,2021-08-26,58471,47,1189,0,18,2,2.033,0.0,57264,45
Nova Scotia,2021-08-26,5974,1,94,0,0,0,1.573,0.0,5880,1
Prince Edward Island,2021-08-26,225,0,0,0,0,0,0.0,0.0,225,0
Northwest Territories,2021-08-26,377,19,1,0,0,0,0.265,0.0,376,19
Nunavut,2021-08-26,657,0,4,0,0,0,0.609,0.0,653,0
Yukon,2021-08-26,736,0,8,0,0,0,1.087,0.0,728,0
Ontario,2021-08-26,563384,873,9323,2,344,34,1.655,0.229,553717,837
Quebec,2021-08-26,381182,634,10576,1,119,9,2.775,0.158,370487,624
Alberta,2021-08-26,248917,1172,2364,4,308,24,0.95,0.341,246245,1144
New Brunswick,2021-08-26,2705,8,46,0,4,1,1.701,0.0,2655,7
Alberta,2021-08-27,250143,1226,2364,0,336,28,0.945,0.0,247443,1198
British Columbia,2021-08-27,164183,780,1807,3,159,10,1.101,0.385,162217,767
Manitoba,2021-08-27,58505,34,1189,0,19,1,2.032,0.0,57297,33
Nova Scotia,2021-08-27,5983,9,94,0,0,0,1.571,0.0,5889,9
Nunavut,2021-08-27,657,0,4,0,0,0,0.609,0.0,653,0
Prince Edward Island,2021-08-27,230,5,0,0,0,0,0.0,0.0,230,5
Quebec,2021-08-27,381812,630,10576,0,126,7,2.77,0.0,371110,623
Newfoundland and Labrador,2021-08-27,1469,7,7,0,0,0,0.477,0.0,1462,7
Northwest Territories,2021-08-27,395,18,1,0,0,0,0.253,0.0,394,18
Yukon,2021-08-27,737,1,8,0,0,0,1.085,0.0,729,1
Prince Edward Island,2021-08-28,230,0,0,0,0,0,0.0,0.0,230,0
British Columbia,2021-08-28,164794,611,1807,0,159,0,1.097,0.0,162828,611
Nunavut,2021-08-28,657,0,4,0,0,0,0.609,0.0,653,0
Saskatchewan,2021-08-28,53617,355,597,1,110,13,1.113,0.282,52910,341
Manitoba,2021-08-28,58599,94,1190,1,19,0,2.031,1.064,57390,93
Alberta,2021-08-28,251098,955,2364,0,336,0,0.941,0.0,248398,955
Northwest Territories,2021-08-28,400,5,1,0,0,0,0.25,0.0,399,5
Newfoundland and Labrador,2021-08-28,1469,0,7,0,0,0,0.477,0.0,1462,0
Yukon,2021-08-28,740,3,8,0,0,0,1.081,0.0,732,3
New Brunswick,2021-08-28,2721,0,46,0,3,0,1.691,0.0,2672,0
Quebec,2021-08-28,382309,497,10576,0,131,5,2.766,0.0,371602,492
Nunavut,2021-08-29,657,0,4,0,0,0,0.609,0.0,653,0
Northwest Territories,2021-08-29,400,0,1,0,0,0,0.25,0.0,399,0
Ontario,2021-08-29,565426,583,9329,1,338,15,1.65,0.172,555759,567
Alberta,2021-08-29,251964,866,2371,7,336,0,0.941,0.808,249257,859
New Brunswick,2021-08-29,2721,0,46,0,3,0,1.691,0.0,2672,0
Newfoundland and Labrador,2021-08-29,1469,0,7,0,0,0,0.477,0.0,1462,0
British Columbia,2021-08-29,165303,509,1807,0,159,0,1.093,0.0,163337,509
Manitoba,2021-08-29,58647,48,1191,1,19,0,2.031,2.083,57437,47
Prince Edward Island,2021-08-29,230,0,0,0,0,0,0.0,0.0,230,0
Yukon,2021-08-29,741,1,8,0,0,0,1.08,0.0,733,1
Prince Edward Island,2021-08-30,230,0,0,0,0,0,0.0,0.0,230,0
