Province,Date,Sex,Age,Cummulative number of people (Vaccinedose1)
Saskatchewan,10/30/2021,m,Not reported,0
Saskatchewan,10/30/2021,m,Unknown,24
Saskatchewan,10/30/2021,Other,0–4,0
Saskatchewan,10/30/2021,Other,05–11,0
Saskatchewan,10/30/2021,Other,12–17,0
Saskatchewan,10/30/2021,Other,18–29,0
Saskatchewan,10/30/2021,Other,30–39,0
Saskatchewan,10/30/2021,Other,40–49,0
Saskatchewan,10/30/2021,Other,50–59,0
Saskatchewan,10/30/2021,Other,60–69,0
Saskatchewan,10/30/2021,Other,70–79,0
Saskatchewan,10/30/2021,Other,80+,0
Saskatchewan,10/30/2021,Other,All ages,0
Saskatchewan,10/30/2021,Other,Not reported,0
Saskatchewan,10/30/2021,Other,Unknown,0
Saskatchewan,10/30/2021,Unknown,0–4,0
Saskatchewan,10/30/2021,Unknown,05–11,0
Saskatchewan,10/30/2021,Unknown,12–17,52
Saskatchewan,10/30/2021,Unknown,18–29,234
Saskatchewan,10/30/2021,Unknown,30–39,265
Saskatchewan,10/30/2021,Unknown,40–49,196
Saskatchewan,10/30/2021,Unknown,50–59,216
Saskatchewan,10/30/2021,Unknown,60–69,212
Saskatchewan,10/30/2021,Unknown,70–79,93
Saskatchewan,10/30/2021,Unknown,80+,30
Saskatchewan,10/30/2021,Unknown,All ages,1404
Saskatchewan,10/30/2021,Unknown,Not reported,0
Saskatchewan,10/30/2021,Unknown,Unknown,106
Saskatchewan,10/30/2021,Not reported,0–4,0
Saskatchewan,10/30/2021,Not reported,05–11,0
Saskatchewan,10/30/2021,Not reported,12–17,0
Saskatchewan,10/30/2021,Not reported,18–29,0
Saskatchewan,10/30/2021,Not reported,30–39,0
Saskatchewan,10/30/2021,Not reported,40–49,0
Saskatchewan,10/30/2021,Not reported,50–59,0
Saskatchewan,10/30/2021,Not reported,60–69,0
Saskatchewan,10/30/2021,Not reported,70–79,0
Saskatchewan,10/30/2021,Not reported,80+,0
Saskatchewan,10/30/2021,Not reported,All ages,0
Saskatchewan,10/30/2021,Not reported,Not reported,0
Saskatchewan,10/30/2021,Not reported,Unknown,0
Alberta,10/30/2021,All sexes,0–4,0
Alberta,10/30/2021,All sexes,05–11,0
Alberta,10/30/2021,All sexes,12–17,257012
Alberta,10/30/2021,All sexes,18–29,551506
Alberta,10/30/2021,All sexes,30–39,579503
Alberta,10/30/2021,All sexes,40–49,520701
Alberta,10/30/2021,All sexes,50–59,482884
Alberta,10/30/2021,All sexes,60–69,441686
Alberta,10/30/2021,All sexes,70–79,248089
Alberta,10/30/2021,All sexes,80+,130226
Alberta,10/30/2021,All sexes,All ages,3244251
Alberta,10/30/2021,All sexes,Not reported,0
Alberta,10/30/2021,All sexes,Unknown,32644
Alberta,10/30/2021,f,0–4,0
Alberta,10/30/2021,f,05–11,0
Alberta,10/30/2021,f,12–17,126546
Alberta,10/30/2021,f,18–29,275365
Alberta,10/30/2021,f,30–39,292755
Alberta,10/30/2021,f,40–49,260340
Alberta,10/30/2021,f,50–59,242576
Alberta,10/30/2021,f,60–69,223498
Alberta,10/30/2021,f,70–79,129045
Alberta,10/30/2021,f,80+,76352
Alberta,10/30/2021,f,All ages,1635414
Alberta,10/30/2021,f,Not reported,0
Alberta,10/30/2021,f,Unknown,8937
Alberta,10/30/2021,m,0–4,0
Alberta,10/30/2021,m,05–11,0
Alberta,10/30/2021,m,12–17,130396
Alberta,10/30/2021,m,18–29,275952
Alberta,10/30/2021,m,30–39,286681
Alberta,10/30/2021,m,40–49,260332
Alberta,10/30/2021,m,50–59,240283
Alberta,10/30/2021,m,60–69,218178
Alberta,10/30/2021,m,70–79,119035
Alberta,10/30/2021,m,80+,53870
Alberta,10/30/2021,m,All ages,1594202
Alberta,10/30/2021,m,Not reported,0
Alberta,10/30/2021,m,Unknown,9475
Alberta,10/30/2021,Other,0–4,0
Alberta,10/30/2021,Other,05–11,0
Alberta,10/30/2021,Other,12–17,0
Alberta,10/30/2021,Other,18–29,0
Alberta,10/30/2021,Other,30–39,0
Alberta,10/30/2021,Other,40–49,0
Alberta,10/30/2021,Other,50–59,0
Alberta,10/30/2021,Other,60–69,0
Alberta,10/30/2021,Other,70–79,0
Alberta,10/30/2021,Other,80+,0
Alberta,10/30/2021,Other,All ages,0
Alberta,10/30/2021,Other,Not reported,0
Alberta,10/30/2021,Other,Unknown,0
Alberta,10/30/2021,Unknown,0–4,0
Alberta,10/30/2021,Unknown,05–11,0
Alberta,10/30/2021,Unknown,12–17,70
Alberta,10/30/2021,Unknown,18–29,189
Alberta,10/30/2021,Unknown,30–39,67
Alberta,10/30/2021,Unknown,40–49,29
Alberta,10/30/2021,Unknown,50–59,25
Alberta,10/30/2021,Unknown,60–69,10
Alberta,10/30/2021,Unknown,70–79,9
Alberta,10/30/2021,Unknown,80+,4
Alberta,10/30/2021,Unknown,All ages,14635
Alberta,10/30/2021,Unknown,Not reported,0
Alberta,10/30/2021,Unknown,Unknown,14232
Alberta,10/30/2021,Not reported,0–4,0
Alberta,10/30/2021,Not reported,05–11,0
Alberta,10/30/2021,Not reported,12–17,0
Alberta,10/30/2021,Not reported,18–29,0
Alberta,10/30/2021,Not reported,30–39,0
Alberta,10/30/2021,Not reported,40–49,0
Alberta,10/30/2021,Not reported,50–59,0
Alberta,10/30/2021,Not reported,60–69,0
Alberta,10/30/2021,Not reported,70–79,0
Alberta,10/30/2021,Not reported,80+,0
Alberta,10/30/2021,Not reported,All ages,0
Alberta,10/30/2021,Not reported,Not reported,0
Alberta,10/30/2021,Not reported,Unknown,0
British Columbia,10/30/2021,All sexes,0–4,0
British Columbia,10/30/2021,All sexes,05–11,5061
British Columbia,10/30/2021,All sexes,12–17,261990
British Columbia,10/30/2021,All sexes,18–29,720719
British Columbia,10/30/2021,All sexes,30–39,662644
British Columbia,10/30/2021,All sexes,40–49,579611
British Columbia,10/30/2021,All sexes,50–59,623599
British Columbia,10/30/2021,All sexes,60–69,624606
British Columbia,10/30/2021,All sexes,70–79,432399
British Columbia,10/30/2021,All sexes,80+,240124
British Columbia,10/30/2021,All sexes,All ages,4150753
British Columbia,10/30/2021,All sexes,Not reported,0
British Columbia,10/30/2021,All sexes,Unknown,0
British Columbia,10/30/2021,f,0–4,0
British Columbia,10/30/2021,f,05–11,2491
British Columbia,10/30/2021,f,12–17,129066
British Columbia,10/30/2021,f,18–29,357514
British Columbia,10/30/2021,f,30–39,332023
British Columbia,10/30/2021,f,40–49,297707
British Columbia,10/30/2021,f,50–59,321943
British Columbia,10/30/2021,f,60–69,324520
British Columbia,10/30/2021,f,70–79,225121
British Columbia,10/30/2021,f,80+,136440
British Columbia,10/30/2021,f,All ages,2126825
British Columbia,10/30/2021,f,Not reported,0
British Columbia,10/30/2021,f,Unknown,0
British Columbia,10/30/2021,m,0–4,0
British Columbia,10/30/2021,m,05–11,2568
British Columbia,10/30/2021,m,12–17,132880
British Columbia,10/30/2021,m,18–29,362897
British Columbia,10/30/2021,m,30–39,330453
British Columbia,10/30/2021,m,40–49,281810
British Columbia,10/30/2021,m,50–59,301579
British Columbia,10/30/2021,m,60–69,300027
British Columbia,10/30/2021,m,70–79,207246
British Columbia,10/30/2021,m,80+,103670
British Columbia,10/30/2021,m,All ages,2023130
British Columbia,10/30/2021,m,Not reported,0
British Columbia,10/30/2021,m,Unknown,0
British Columbia,10/30/2021,Other,0–4,0
British Columbia,10/30/2021,Other,05–11,2
British Columbia,10/30/2021,Other,12–17,5
British Columbia,10/30/2021,Other,18–29,46
British Columbia,10/30/2021,Other,30–39,19
British Columbia,10/30/2021,Other,40–49,8
British Columbia,10/30/2021,Other,50–59,2
British Columbia,10/30/2021,Other,60–69,3
British Columbia,10/30/2021,Other,70–79,0
British Columbia,10/30/2021,Other,80+,1
British Columbia,10/30/2021,Other,All ages,86
British Columbia,10/30/2021,Other,Not reported,0
British Columbia,10/30/2021,Other,Unknown,0
British Columbia,10/30/2021,Unknown,0–4,0
British Columbia,10/30/2021,Unknown,05–11,0
British Columbia,10/30/2021,Unknown,12–17,39
British Columbia,10/30/2021,Unknown,18–29,262
British Columbia,10/30/2021,Unknown,30–39,149
British Columbia,10/30/2021,Unknown,40–49,86
British Columbia,10/30/2021,Unknown,50–59,75
British Columbia,10/30/2021,Unknown,60–69,56
British Columbia,10/30/2021,Unknown,70–79,32
British Columbia,10/30/2021,Unknown,80+,13
British Columbia,10/30/2021,Unknown,All ages,712
British Columbia,10/30/2021,Unknown,Not reported,0
British Columbia,10/30/2021,Unknown,Unknown,0
British Columbia,10/30/2021,Not reported,0–4,0
British Columbia,10/30/2021,Not reported,05–11,0
British Columbia,10/30/2021,Not reported,12–17,0
British Columbia,10/30/2021,Not reported,18–29,0
British Columbia,10/30/2021,Not reported,30–39,0
British Columbia,10/30/2021,Not reported,40–49,0
British Columbia,10/30/2021,Not reported,50–59,0
British Columbia,10/30/2021,Not reported,60–69,0
British Columbia,10/30/2021,Not reported,70–79,0
British Columbia,10/30/2021,Not reported,80+,0
British Columbia,10/30/2021,Not reported,All ages,0
British Columbia,10/30/2021,Not reported,Not reported,0
British Columbia,10/30/2021,Not reported,Unknown,0
Yukon,10/30/2021,All sexes,0–4,0
Yukon,10/30/2021,All sexes,05–11,47
Yukon,10/30/2021,All sexes,12–17,2140
Yukon,10/30/2021,All sexes,18–29,5534
Yukon,10/30/2021,All sexes,30–39,6670
Yukon,10/30/2021,All sexes,40–49,5280
Yukon,10/30/2021,All sexes,50–59,5087
Yukon,10/30/2021,All sexes,60–69,5074
Yukon,10/30/2021,All sexes,70–79,2600
Yukon,10/30/2021,All sexes,80+,830
Yukon,10/30/2021,All sexes,All ages,33324
Yukon,10/30/2021,All sexes,Not reported,0
Yukon,10/30/2021,All sexes,Unknown,62
Yukon,10/30/2021,f,0–4,0
Yukon,10/30/2021,f,05–11,23
Yukon,10/30/2021,f,12–17,1020
Yukon,10/30/2021,f,18–29,2790
Yukon,10/30/2021,f,30–39,3398
Yukon,10/30/2021,f,40–49,2746
Yukon,10/30/2021,f,50–59,2558
Yukon,10/30/2021,f,60–69,2483
Yukon,10/30/2021,f,70–79,1219
Yukon,10/30/2021,f,80+,425
Yukon,10/30/2021,f,All ages,16662
Yukon,10/30/2021,f,Not reported,0
Yukon,10/30/2021,f,Unknown,0
Yukon,10/30/2021,m,0–4,0
Yukon,10/30/2021,m,05–11,17
Yukon,10/30/2021,m,12–17,1115
Yukon,10/30/2021,m,18–29,2744
Yukon,10/30/2021,m,30–39,3272
Yukon,10/30/2021,m,40–49,2534
Yukon,10/30/2021,m,50–59,2529
Yukon,10/30/2021,m,60–69,2591
Yukon,10/30/2021,m,70–79,1381
Yukon,10/30/2021,m,80+,405
Yukon,10/30/2021,m,All ages,16588
Yukon,10/30/2021,m,Not reported,0
Yukon,10/30/2021,m,Unknown,0
Yukon,10/30/2021,Other,0–4,0
Yukon,10/30/2021,Other,05–11,0
Yukon,10/30/2021,Other,12–17,0
Yukon,10/30/2021,Other,18–29,0
Yukon,10/30/2021,Other,30–39,0
Yukon,10/30/2021,Other,40–49,0
Yukon,10/30/2021,Other,50–59,0
Yukon,10/30/2021,Other,60–69,0
Yukon,10/30/2021,Other,70–79,0
Yukon,10/30/2021,Other,80+,0
Yukon,10/30/2021,Other,All ages,0
Yukon,10/30/2021,Other,Not reported,0
Yukon,10/30/2021,Other,Unknown,0
Yukon,10/30/2021,Unknown,0–4,0
Yukon,10/30/2021,Unknown,05–11,7
Yukon,10/30/2021,Unknown,12–17,5
Yukon,10/30/2021,Unknown,18–29,0
Yukon,10/30/2021,Unknown,30–39,0
Yukon,10/30/2021,Unknown,40–49,0
Yukon,10/30/2021,Unknown,50–59,0
Yukon,10/30/2021,Unknown,60–69,0
Yukon,10/30/2021,Unknown,70–79,0
Yukon,10/30/2021,Unknown,80+,0
Yukon,10/30/2021,Unknown,All ages,74
Yukon,10/30/2021,Unknown,Not reported,0
Yukon,10/30/2021,Unknown,Unknown,62
Yukon,10/30/2021,Not reported,0–4,0
Yukon,10/30/2021,Not reported,05–11,0
Yukon,10/30/2021,Not reported,12–17,0
Yukon,10/30/2021,Not reported,18–29,0
Yukon,10/30/2021,Not reported,30–39,0
Yukon,10/30/2021,Not reported,40–49,0
Yukon,10/30/2021,Not reported,50–59,0
Yukon,10/30/2021,Not reported,60–69,0
Yukon,10/30/2021,Not reported,70–79,0
Yukon,10/30/2021,Not reported,80+,0
Yukon,10/30/2021,Not reported,All ages,0
Yukon,10/30/2021,Not reported,Not reported,0
Yukon,10/30/2021,Not reported,Unknown,0
Northwest Territories,10/30/2021,All sexes,0–4,0
Northwest Territories,10/30/2021,All sexes,05–11,56
Northwest Territories,10/30/2021,All sexes,12–17,2762
Northwest Territories,10/30/2021,All sexes,18–29,5644
Northwest Territories,10/30/2021,All sexes,30–39,5907
Northwest Territories,10/30/2021,All sexes,40–49,5169
Northwest Territories,10/30/2021,All sexes,50–59,5366
Northwest Territories,10/30/2021,All sexes,60–69,3958
Northwest Territories,10/30/2021,All sexes,70–79,1826
Northwest Territories,10/30/2021,All sexes,80+,584
Northwest Territories,10/30/2021,All sexes,All ages,31338
Northwest Territories,10/30/2021,All sexes,Not reported,0
Northwest Territories,10/30/2021,All sexes,Unknown,66
Northwest Territories,10/30/2021,f,0–4,0
Northwest Territories,10/30/2021,f,05–11,31
Northwest Territories,10/30/2021,f,12–17,1365
Northwest Territories,10/30/2021,f,18–29,2906
Northwest Territories,10/30/2021,f,30–39,3155
Northwest Territories,10/30/2021,f,40–49,2702
Northwest Territories,10/30/2021,f,50–59,2620
Northwest Territories,10/30/2021,f,60–69,1876
Northwest Territories,10/30/2021,f,70–79,835
Northwest Territories,10/30/2021,f,80+,318
Northwest Territories,10/30/2021,f,All ages,15808
Northwest Territories,10/30/2021,f,Not reported,0
Northwest Territories,10/30/2021,f,Unknown,0
Northwest Territories,10/30/2021,m,0–4,0
Northwest Territories,10/30/2021,m,05–11,25
Northwest Territories,10/30/2021,m,12–17,1397
Northwest Territories,10/30/2021,m,18–29,2731
Northwest Territories,10/30/2021,m,30–39,2752
Northwest Territories,10/30/2021,m,40–49,2467
Northwest Territories,10/30/2021,m,50–59,2746
Northwest Territories,10/30/2021,m,60–69,2074
Northwest Territories,10/30/2021,m,70–79,984
Northwest Territories,10/30/2021,m,80+,266
Northwest Territories,10/30/2021,m,All ages,15442
Northwest Territories,10/30/2021,m,Not reported,0
Northwest Territories,10/30/2021,m,Unknown,0
Northwest Territories,10/30/2021,Other,0–4,0
Northwest Territories,10/30/2021,Other,05–11,0
Northwest Territories,10/30/2021,Other,12–17,0
Northwest Territories,10/30/2021,Other,18–29,0
Northwest Territories,10/30/2021,Other,30–39,0
Northwest Territories,10/30/2021,Other,40–49,0
Northwest Territories,10/30/2021,Other,50–59,0
Northwest Territories,10/30/2021,Other,60–69,0
Northwest Territories,10/30/2021,Other,70–79,0
Northwest Territories,10/30/2021,Other,80+,0
Northwest Territories,10/30/2021,Other,All ages,0
Northwest Territories,10/30/2021,Other,Not reported,0
Northwest Territories,10/30/2021,Other,Unknown,0
Northwest Territories,10/30/2021,Unknown,0–4,0
Northwest Territories,10/30/2021,Unknown,05–11,0
Northwest Territories,10/30/2021,Unknown,12–17,0
Northwest Territories,10/30/2021,Unknown,18–29,7
Northwest Territories,10/30/2021,Unknown,30–39,0
Northwest Territories,10/30/2021,Unknown,40–49,0
Northwest Territories,10/30/2021,Unknown,50–59,0
Northwest Territories,10/30/2021,Unknown,60–69,8
Northwest Territories,10/30/2021,Unknown,70–79,7
Northwest Territories,10/30/2021,Unknown,80+,0
Northwest Territories,10/30/2021,Unknown,All ages,88
Northwest Territories,10/30/2021,Unknown,Not reported,0
Northwest Territories,10/30/2021,Unknown,Unknown,66
Northwest Territories,10/30/2021,Not reported,0–4,0
Northwest Territories,10/30/2021,Not reported,05–11,0
Northwest Territories,10/30/2021,Not reported,12–17,0
Northwest Territories,10/30/2021,Not reported,18–29,0
Northwest Territories,10/30/2021,Not reported,30–39,0
Northwest Territories,10/30/2021,Not reported,40–49,0
Northwest Territories,10/30/2021,Not reported,50–59,0
Northwest Territories,10/30/2021,Not reported,60–69,0
Northwest Territories,10/30/2021,Not reported,70–79,0
Northwest Territories,10/30/2021,Not reported,80+,0
Northwest Territories,10/30/2021,Not reported,All ages,0
Northwest Territories,10/30/2021,Not reported,Not reported,0
Northwest Territories,10/30/2021,Not reported,Unknown,0
Nunavut,10/30/2021,All sexes,0–4,0
Nunavut,10/30/2021,All sexes,05–11,6
Nunavut,10/30/2021,All sexes,12–17,3351
Nunavut,10/30/2021,All sexes,18–29,6397
Nunavut,10/30/2021,All sexes,30–39,5268
Nunavut,10/30/2021,All sexes,40–49,4128
Nunavut,10/30/2021,All sexes,50–59,3959
Nunavut,10/30/2021,All sexes,60–69,2127
Nunavut,10/30/2021,All sexes,70–79,721
Nunavut,10/30/2021,All sexes,80+,174
Nunavut,10/30/2021,All sexes,All ages,26276
Nunavut,10/30/2021,All sexes,Not reported,0
Nunavut,10/30/2021,All sexes,Unknown,145
Nunavut,10/30/2021,f,0–4,0
Nunavut,10/30/2021,f,05–11,6
Nunavut,10/30/2021,f,12–17,1744
Nunavut,10/30/2021,f,18–29,3250
Nunavut,10/30/2021,f,30–39,2604
Nunavut,10/30/2021,f,40–49,1899
Nunavut,10/30/2021,f,50–59,1808
Nunavut,10/30/2021,f,60–69,955
Nunavut,10/30/2021,f,70–79,343
Nunavut,10/30/2021,f,80+,98
Nunavut,10/30/2021,f,All ages,12707
Nunavut,10/30/2021,f,Not reported,0
Nunavut,10/30/2021,f,Unknown,0
Nunavut,10/30/2021,m,0–4,0
Nunavut,10/30/2021,m,05–11,0
Nunavut,10/30/2021,m,12–17,1607
Nunavut,10/30/2021,m,18–29,3147
Nunavut,10/30/2021,m,30–39,2664
Nunavut,10/30/2021,m,40–49,2229
Nunavut,10/30/2021,m,50–59,2151
Nunavut,10/30/2021,m,60–69,1172
Nunavut,10/30/2021,m,70–79,378
Nunavut,10/30/2021,m,80+,76
Nunavut,10/30/2021,m,All ages,13424
Nunavut,10/30/2021,m,Not reported,0
Nunavut,10/30/2021,m,Unknown,0
Nunavut,10/30/2021,Other,0–4,0
Nunavut,10/30/2021,Other,05–11,0
Nunavut,10/30/2021,Other,12–17,0
Nunavut,10/30/2021,Other,18–29,0
Nunavut,10/30/2021,Other,30–39,0
Nunavut,10/30/2021,Other,40–49,0
Nunavut,10/30/2021,Other,50–59,0
Nunavut,10/30/2021,Other,60–69,0
Nunavut,10/30/2021,Other,70–79,0
Nunavut,10/30/2021,Other,80+,0
Nunavut,10/30/2021,Other,All ages,0
Nunavut,10/30/2021,Other,Not reported,0
Nunavut,10/30/2021,Other,Unknown,0
Nunavut,10/30/2021,Unknown,0–4,0
Nunavut,10/30/2021,Unknown,05–11,0
Nunavut,10/30/2021,Unknown,12–17,0
Nunavut,10/30/2021,Unknown,18–29,0
Nunavut,10/30/2021,Unknown,30–39,0
Nunavut,10/30/2021,Unknown,40–49,0
Nunavut,10/30/2021,Unknown,50–59,0
Nunavut,10/30/2021,Unknown,60–69,0
Nunavut,10/30/2021,Unknown,70–79,0
Nunavut,10/30/2021,Unknown,80+,0
Nunavut,10/30/2021,Unknown,All ages,145
Nunavut,10/30/2021,Unknown,Not reported,0
Nunavut,10/30/2021,Unknown,Unknown,145
Nunavut,10/30/2021,Not reported,0–4,0
Nunavut,10/30/2021,Not reported,05–11,0
Nunavut,10/30/2021,Not reported,12–17,0
Nunavut,10/30/2021,Not reported,18–29,0
Nunavut,10/30/2021,Not reported,30–39,0
Nunavut,10/30/2021,Not reported,40–49,0
Nunavut,10/30/2021,Not reported,50–59,0
Nunavut,10/30/2021,Not reported,60–69,0
Nunavut,10/30/2021,Not reported,70–79,0
Nunavut,10/30/2021,Not reported,80+,0
Nunavut,10/30/2021,Not reported,All ages,0
Nunavut,10/30/2021,Not reported,Not reported,0
Nunavut,10/30/2021,Not reported,Unknown,0
Canada,11/6/2021,All sexes,0–4,176
Canada,11/6/2021,All sexes,05–11,7716
Canada,11/6/2021,All sexes,12–17,2143222
Canada,11/6/2021,All sexes,18–29,5064107
Canada,11/6/2021,All sexes,30–39,4547319
Canada,11/6/2021,All sexes,40–49,4308528
Canada,11/6/2021,All sexes,50–59,4609325
Canada,11/6/2021,All sexes,60–69,4467589
Canada,11/6/2021,All sexes,70–79,2948511
Canada,11/6/2021,All sexes,80+,1624374
Canada,11/6/2021,All sexes,All ages,29790358
Canada,11/6/2021,All sexes,Not reported,0
Canada,11/6/2021,All sexes,Unknown,69491
Canada,11/6/2021,f,0–4,80
Canada,11/6/2021,f,05–11,3758
Canada,11/6/2021,f,12–17,1053054
Canada,11/6/2021,f,18–29,2499347
Canada,11/6/2021,f,30–39,2294108
Canada,11/6/2021,f,40–49,2197707
Canada,11/6/2021,f,50–59,2344049
Canada,11/6/2021,f,60–69,2294505
Canada,11/6/2021,f,70–79,1549316
Canada,11/6/2021,f,80+,959899
Canada,11/6/2021,f,All ages,15221403
Canada,11/6/2021,f,Not reported,0
Canada,11/6/2021,f,Unknown,25580
Canada,11/6/2021,m,0–4,96
Canada,11/6/2021,m,05–11,3935
Canada,11/6/2021,m,12–17,1087771
Canada,11/6/2021,m,18–29,2554626
Canada,11/6/2021,m,30–39,2247353
Canada,11/6/2021,m,40–49,2106860
Canada,11/6/2021,m,50–59,2261745
Canada,11/6/2021,m,60–69,2170523
Canada,11/6/2021,m,70–79,1397537
Canada,11/6/2021,m,80+,661315
Canada,11/6/2021,m,All ages,14518838
Canada,11/6/2021,m,Not reported,0
Canada,11/6/2021,m,Unknown,27077
Canada,11/6/2021,Other,0–4,0
Canada,11/6/2021,Other,05–11,1
Canada,11/6/2021,Other,12–17,960
Canada,11/6/2021,Other,18–29,2731
Canada,11/6/2021,Other,30–39,1125
Canada,11/6/2021,Other,40–49,469
Canada,11/6/2021,Other,50–59,318
Canada,11/6/2021,Other,60–69,257
Canada,11/6/2021,Other,70–79,184
Canada,11/6/2021,Other,80+,135
Canada,11/6/2021,Other,All ages,6204
Canada,11/6/2021,Other,Not reported,0
Canada,11/6/2021,Other,Unknown,24
Canada,11/6/2021,Unknown,0–4,0
Canada,11/6/2021,Unknown,05–11,22
Canada,11/6/2021,Unknown,12–17,1437
Canada,11/6/2021,Unknown,18–29,7403
Canada,11/6/2021,Unknown,30–39,4733
Canada,11/6/2021,Unknown,40–49,3492
Canada,11/6/2021,Unknown,50–59,3213
Canada,11/6/2021,Unknown,60–69,2304
Canada,11/6/2021,Unknown,70–79,1474
Canada,11/6/2021,Unknown,80+,3025
Canada,11/6/2021,Unknown,All ages,43913
Canada,11/6/2021,Unknown,Not reported,0
Canada,11/6/2021,Unknown,Unknown,16810
Canada,11/6/2021,Not reported,0–4,0
Canada,11/6/2021,Not reported,05–11,0
Canada,11/6/2021,Not reported,12–17,0
Canada,11/6/2021,Not reported,18–29,0
